Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
8,7,8,0.7466782331466675,0.8930880427360535,0.9940981864929199,0,2271.878517878982
3,7,7,0.9987504482269287,0.9872503280639648,0.9906542897224426,0,2544.77464621133
3,5,9,0.7958550453186035,0.9999842643737793,0.7925432324409485,7,2404.153489276423
8,4,4,0.9869369864463806,0.6457058191299438,0.9999984502792358,0,2610.0773934885533
8,2,8,0.8900336623191833,0.8879427313804626,0.7048214673995972,0,2001.4589678532009
3,7,8,0.988093912601471,0.6404216885566711,0.998094379901886,0,2822.561779660456
8,6,4,0.9999778270721436,0.9999967813491821,0.9900320768356323,1,2461.659399673318
8,6,4,0.7921844720840454,0.9985777139663696,0.9754654765129089,3,3516.6977407789827
3,3,8,0.9592455625534058,0.9601430892944336,0.732874870300293,0,2400.524526015096
8,8,4,0.6454526782035828,0.997057318687439,0.5363600254058838,17,2522.557432448268
3,9,9,0.9505140781402588,0.9993299245834351,0.9761618971824646,1,2584.8558954030686
3,7,7,0.9788938164710999,0.8056659698486328,0.7773082256317139,0,2176.4535372941
8,8,4,0.9488718509674072,0.9991775155067444,0.8090662956237793,12,2231.5174209492516
8,8,4,0.661424458026886,0.9469529986381531,0.7495154142379761,1,1078.5212098053519
3,3,7,0.9997451901435852,0.60606449842453,0.7485792636871338,0,1655.8571798316423
3,2,8,0.6648534536361694,0.5986655950546265,0.9679099321365356,0,2393.7871668132902
8,4,4,0.9945583343505859,0.9923727512359619,1.0,0,2495.5604580935324
8,6,4,0.9252274632453918,0.9742047190666199,0.9965511560440063,0,2306.837228761492
8,5,9,0.4421127140522003,0.9865847826004028,0.8136153817176819,1,3395.3161855709404
8,4,4,0.9748236536979675,0.6102744936943054,0.9999990463256836,0,2876.632406130474
3,8,8,0.4804414212703705,0.8631322383880615,0.777938723564148,0,564.6352805130051
8,8,4,0.9780998826026917,0.9941914677619934,0.6758614182472229,17,2250.6843403729454
8,4,4,0.9903283715248108,0.955487847328186,0.9999905824661255,0,2200.259530146387
8,9,9,0.6419156789779663,0.9928230047225952,0.9504609704017639,0,2293.017444329633
8,1,1,0.8897537589073181,0.5657737851142883,0.7139592170715332,1,3028.8927019622206
8,8,1,0.8812981247901917,0.7296715974807739,0.6998155117034912,0,2281.325491901583
8,9,4,0.8514575362205505,0.9995561242103577,0.6493719816207886,1,2572.0491830445235
8,0,0,0.6368342638015747,0.9890622496604919,0.9955660700798035,2,3176.7758812985217
3,9,9,0.8391603827476501,0.9875841736793518,0.5218570232391357,0,2729.4493950245715
8,8,4,0.9999047517776489,0.9997285008430481,0.7556691765785217,12,2501.65944924564
8,4,4,0.9981653094291687,0.9990667700767517,0.9999998807907104,0,2550.4444710677394
3,3,9,0.9999872446060181,0.9998000264167786,0.5628119707107544,7,2085.0239806774407
2,8,8,0.28632137179374695,0.7997169494628906,0.6320227384567261,0,1985.1299705560843
2,2,4,0.999474823474884,0.9999985694885254,0.9928840398788452,3,4160.103724668413
8,8,4,0.894350528717041,0.8523702025413513,0.7407978177070618,2,1228.9674527830264
8,9,9,0.5183526873588562,0.9981034994125366,0.9864708781242371,0,4324.172521997706
8,5,5,0.5432886481285095,0.9999648332595825,0.7901608943939209,2,3737.5207022838013
8,6,4,0.6247138977050781,0.999916672706604,0.778976559638977,1,3689.0506908959655
8,4,4,0.7225214838981628,0.9986056685447693,0.9999997615814209,0,2717.496090153581
6,6,4,0.9416646957397461,0.9998278617858887,0.9763060212135315,1,4247.552942577644
2,2,4,0.9886282086372375,0.9999215602874756,0.9216861128807068,2,2680.4633927737195
8,8,4,0.9864746928215027,0.9723055362701416,0.49248701333999634,0,2173.4355292945775
3,6,4,0.5637754201889038,0.999702513217926,0.9932756423950195,2,1576.8436828043546
3,3,8,0.9868201613426208,0.6831254363059998,0.9822277426719666,0,1915.4422465843234
8,8,4,0.9688490629196167,0.9806069731712341,0.6826752424240112,0,1503.1437057048138
8,4,4,0.7480595111846924,0.9987227320671082,0.9999998807907104,0,2675.1713963781835
8,8,4,0.7956502437591553,0.8730635643005371,0.6682817339897156,3,1457.0374051478568
8,4,4,0.9998354911804199,0.9998407363891602,1.0,0,2543.543197981902
3,9,4,0.9884331822395325,0.9930840730667114,0.9997312426567078,0,2504.2457946455656
8,4,4,0.9334776997566223,0.6275946497917175,0.9999996423721313,0,2618.075056219741
8,8,1,0.6765541434288025,0.755845844745636,0.5110282897949219,0,2690.818277030242
3,3,9,0.999990701675415,0.6030349135398865,0.9242979288101196,1,2426.3769286736965
2,2,8,0.8951968550682068,0.9988263249397278,0.9780170917510986,1,2450.5603440845935
8,8,4,0.9704113006591797,0.9728646278381348,0.799041211605072,0,1437.0066109799218
2,2,8,0.972672164440155,0.9798433184623718,0.9038697481155396,1,5174.954106076691
