Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
8,8,4,0.99566650390625,0.8968836069107056,0.7784746885299683,5,1893.0554666992723
8,8,4,0.9945135116577148,0.9993236064910889,0.8565360903739929,15,1146.207223847416
2,2,8,0.9997426867485046,0.9999985694885254,0.896198034286499,1,2542.0753332661093
8,9,9,0.591052234172821,0.9997603297233582,0.9902687072753906,0,2227.8817293563857
8,8,4,0.9709300994873047,0.9760705232620239,0.5647003054618835,5,2054.0073028107763
8,0,0,0.9838243722915649,0.9984164237976074,0.9884003400802612,2,2961.4229687770035
8,0,0,0.9195272326469421,0.9988620281219482,0.9864848256111145,3,2801.1533338965933
8,8,4,0.9494830965995789,0.955913245677948,0.7670664191246033,6,2035.7261603663692
3,7,8,0.9717601537704468,0.5551450252532959,0.7077226042747498,0,2656.894804089917
2,2,8,0.9967591166496277,0.999992847442627,0.8692166209220886,7,2511.7808423507017
3,9,4,0.5098316073417664,0.6042925715446472,0.9999603033065796,0,2038.060843056458
8,2,4,0.6213244199752808,0.9466789960861206,0.44990941882133484,0,1971.904409447882
8,6,4,0.9579715132713318,0.9999957084655762,0.9954397678375244,1,2461.285639660704
2,2,4,0.9996858835220337,0.999996542930603,0.999240517616272,2,2875.432836982982
3,3,8,0.9880147576332092,0.9001838564872742,0.6487315893173218,0,1668.0758376045137
2,2,4,0.5499662160873413,0.6747263073921204,0.8144073486328125,0,1169.0055602947318
3,3,8,0.9997393488883972,0.9989820122718811,0.6459347009658813,0,2496.0340542548693
8,8,4,0.9999980926513672,0.999937891960144,0.764916181564331,11,3806.922510375014
3,5,5,0.5036311745643616,0.9998574256896973,0.5652440786361694,5,2526.128064845486
6,6,4,0.8641871213912964,0.9999957084655762,0.733161449432373,2,3926.10264766473
3,3,9,0.9999852180480957,0.9997650980949402,0.9857094287872314,2,2901.5115026482317
8,8,4,0.6226508021354675,0.6310185790061951,0.558386504650116,0,2138.691656129981
3,7,8,0.9589950442314148,0.6472843885421753,0.6630687117576599,0,1980.6880117777257
2,2,8,0.995705783367157,0.9999985694885254,0.481850802898407,2,2306.1181669636967
8,8,4,0.7271785140037537,0.838090181350708,0.5810312032699585,7,1973.2800105408253
8,0,0,0.9458212852478027,0.9778717160224915,0.947401762008667,1,2359.494013554601
3,7,8,0.9299643039703369,0.7531399726867676,0.786352813243866,0,1950.9538692649808
8,6,6,0.7443275451660156,0.9998052716255188,0.9779534339904785,0,3346.81460496395
3,3,4,0.9996181726455688,0.7119800448417664,0.633810818195343,0,2340.497383036349
8,6,6,0.9782432317733765,0.9997521042823792,0.9777688980102539,1,4568.138132762625
8,8,4,0.9289249181747437,0.9440063238143921,0.5507739782333374,2,1977.0189680425426
2,0,0,0.6325278878211975,0.9742274880409241,0.9159935116767883,2,2800.514774108503
3,9,9,0.9159041047096252,0.9998786449432373,0.9960448145866394,1,2561.583689829399
8,6,4,0.9899088144302368,0.9999951124191284,0.9986599683761597,2,2462.3714179627736
8,0,0,0.9201645255088806,0.995120108127594,0.8846527338027954,3,3513.45499473097
2,2,4,0.9920434355735779,0.9999901056289673,0.9981579184532166,2,2163.885856509072
8,6,4,0.9852626323699951,0.9984388947486877,0.9891870617866516,0,3310.2925852558715
3,3,8,0.9643476009368896,0.9928926229476929,0.9928377270698547,2,2805.6756761963775
8,6,4,0.6879143714904785,0.9996873140335083,0.9768243432044983,1,2946.0763737554394
8,2,4,0.6371356248855591,0.6042281985282898,0.3843657374382019,0,2164.2583025138197
8,6,6,0.9722161889076233,0.9999657869338989,0.8391603231430054,2,3585.3379199177307
2,2,8,0.9939561486244202,0.9998987913131714,0.7470349669456482,1,4559.1616553923595
3,3,8,0.9989564418792725,0.9982353448867798,0.632259726524353,2,2054.538390977399
